"CODIGO","DESCRIPCION"
"T506","S00-T88,T36-T50,T50,,,""Antídotos y agentes quelantes, no clasificados en otra parte"",3"
"T507","S00-T88,T36-T50,T50,,,Analépticos y antagonistas del opio,3"
"T508","S00-T88,T36-T50,T50,,,Agentes diagnósticos,3"
"T490","S00-T88,T36-T50,T49,,,""Drogas locales antimicóticas, antiinfecciosas y antiinflamatorias, no clasificadas en otra parte"",3"
"T491","S00-T88,T36-T50,T49,,,Antipruríticos,3"
"T492","S00-T88,T36-T50,T49,,,Astringentes y detergentes locales,3"
"T493","S00-T88,T36-T50,T49,,,""Emolientes, demulcentes y protectores"",3"
"T494","S00-T88,T36-T50,T49,,,""Queratolíticos, queratoplásticos, drogas y otras preparaciones para el tratamiento del cabello"",3"
"T495","S00-T88,T36-T50,T49,,,Drogas y preparaciones oftalmológicas,3"
"T496","S00-T88,T36-T50,T49,,,Drogas y preparaciones otorrinolaringológicas,3"
"T480","S00-T88,T36-T50,T48,,,Drogas oxitócicas,3"
"T481","S00-T88,T36-T50,T48,,,Relajantes musculoesqueléticos [agentes bloqueadores neuromusculares],3"
"T482","S00-T88,T36-T50,T48,,,Otros medicamentos y los no especificados de acción principal sobre los músculos,3"
"T483","S00-T88,T36-T50,T48,,,Antitusígenos,3"
"T484","S00-T88,T36-T50,T48,,,Expectorantes,3"
"T485","S00-T88,T36-T50,T48,,,Drogas contra el catarro común,3"
"T486","S00-T88,T36-T50,T48,,,""Antiasmáticos, no clasificados en otra parte"",3"
"T487","S00-T88,T36-T50,T48,,,Otros agentes y los no especificados de acción principal sobre el sistema respiratorio,3"
"T470","S00-T88,T36-T50,T47,,,Antagonistas del receptor H2 de histamina,3"
"T471","S00-T88,T36-T50,T47,,,Otras drogas antiácidas y que inhiben la secreción gástrica,3"
"T472","S00-T88,T36-T50,T47,,,Laxantes estimulantes,3"
"T473","S00-T88,T36-T50,T47,,,Laxantes salinos y osmóticos,3"
"T474","S00-T88,T36-T50,T47,,,Otros laxantes,3"
"T475","S00-T88,T36-T50,T47,,,Digestivos,3"
"T476","S00-T88,T36-T50,T47,,,Drogas antidiarreicas,3"
"T477","S00-T88,T36-T50,T47,,,Eméticos,3"
"T478","S00-T88,T36-T50,T47,,,Otros agentes que afectan principalmente el sistema gastrointestinal,3"
"T479","S00-T88,T36-T50,T47,,,Agentes no especificados que afectan principalmente el sistema gastrointestinal,3"
"T460","S00-T88,T36-T50,T46,,,Glucósidos cardiotónicos y medicamentos de acción similar,3"
"T461","S00-T88,T36-T50,T46,,,Bloqueadores del canal del calcio,3"
"T462","S00-T88,T36-T50,T46,,,""Otras drogas antiarrítmicas, no clasificadas en otra parte"",3"
"T463","S00-T88,T36-T50,T46,,,""Vasodilatadores coronarios, no clasificados en otra parte"",3"
"T464","S00-T88,T36-T50,T46,,,Inhibidores de la enzima convertidora de la angiotensina,3"
"T465","S00-T88,T36-T50,T46,,,""Otras drogas antihipertensivas, no clasificadas en otra parte"",3"
"T466","S00-T88,T36-T50,T46,,,Drogas antilipémicas y antiarterioscleróticas,3"
"T467","S00-T88,T36-T50,T46,,,Vasodilatadores periféricos,3"
"T468","S00-T88,T36-T50,T46,,,""Drogas antivaricosas, inclusive agentes esclerosantes"",3"
"T469","S00-T88,T36-T50,T46,,,Otros agentes y los no especificados que afectan principalmente el sistema cardiovascular,3"
"T450","S00-T88,T36-T50,T45,,,Drogas antialérgicas y antieméticas,3"
"T451","S00-T88,T36-T50,T45,,,Drogas antineoplásicas e inmunosupresoras,3"
"T452","S00-T88,T36-T50,T45,,,""Vitaminas, no clasificadas en otra parte"",3"
"T453","S00-T88,T36-T50,T45,,,""Enzimas, no clasificadas en otra parte"",3"
"T454","S00-T88,T36-T50,T45,,,Hierro y sus compuestos,3"
"T455","S00-T88,T36-T50,T45,,,Anticoagulantes,3"
"T456","S00-T88,T36-T50,T45,,,Drogas que afectan la fibrinólisis,3"
"T457","S00-T88,T36-T50,T45,,,""Antagonistas de anticoagulantes, vitamina K y otros coagulantes"",3"
"T458","S00-T88,T36-T50,T45,,,Otros agentes principalmente sistémicos y hematológicos,3"
"T459","S00-T88,T36-T50,T45,,,""Agentes principalmente sistémicos y hematológicos, no especificados"",3"
"T650","S00-T88,T51-T65,T65,,,Cianuro,3"
"T651","S00-T88,T51-T65,T65,,,Estricnina y sus sales,3"
"T652","S00-T88,T51-T65,T65,,,Tabaco y nicotina,3"
"T653","S00-T88,T51-T65,T65,,,Nitroderivados y aminoderivados del benceno y sus homólogos,3"
"T654","S00-T88,T51-T65,T65,,,Bisulfuro de carbono,3"
"T655","S00-T88,T51-T65,T65,,,Nitroglicerina y otros ácidos y ésteres nítricos,3"
"T656","S00-T88,T51-T65,T65,,,""Pinturas y colorantes, no clasificados en otra parte"",3"
"T630","S00-T88,T51-T65,T63,,,Veneno de serpiente,3"
"T631","S00-T88,T51-T65,T63,,,Veneno de otros reptiles,3"
"T632","S00-T88,T51-T65,T63,,,Veneno de escorpión,3"
"T633","S00-T88,T51-T65,T63,,,Veneno de arañas,3"
"T634","S00-T88,T51-T65,T63,,,Veneno de otros artrópodos,3"
"T635","S00-T88,T51-T65,T63,,,Efecto tóxico del contacto con peces,3"
"T636","S00-T88,T51-T65,T63,,,Efecto tóxico del contacto con otros animales marinos,3"
"T638","S00-T88,T51-T65,T63,,,Efectos tóxicos del contacto con otros animales venenosos,3"
"T639","S00-T88,T51-T65,T63,,,Efecto tóxico del contacto con animal venenoso no especificado,3"
"Z540","Z00-Z99,Z40-Z54,Z54,,,Convalecencia consecutiva a cirugía,3"
"Z541","Z00-Z99,Z40-Z54,Z54,,,Convalecencia consecutiva a radioterapia,3"
"Z542","Z00-Z99,Z40-Z54,Z54,,,Convalecencia consecutiva a quimioterapia,3"
"Z543","Z00-Z99,Z40-Z54,Z54,,,Convalecencia consecutiva a psicoterapia,3"
"Z544","Z00-Z99,Z40-Z54,Z54,,,Convalecencia consecutiva a tratamiento de fractura,3"
"Z547","Z00-Z99,Z40-Z54,Z54,,,Convalecencia consecutiva a tratamiento combinado,3"
"Z548","Z00-Z99,Z40-Z54,Z54,,,Convalecencia consecutiva a otros tratamientos,3"
"Z549","Z00-Z99,Z40-Z54,Z54,,,Convalecencia consecutiva a tratamiento no especificado,3"
"Z530","Z00-Z99,Z40-Z54,Z53,,,Procedimiento no realizado por contraindicación,3"
"Z531","Z00-Z99,Z40-Z54,Z53,,,""Procedimiento no realizado por decisión del paciente, por razones de creencia o presión de grupo"",3"
"Z532","Z00-Z99,Z40-Z54,Z53,,,""Procedimiento no realizado por decisión del paciente, por otras razones y las no especificadas"",3"
"Z538","Z00-Z99,Z40-Z54,Z53,,,Procedimiento no realizado por otras razones,3"
"Z539","Z00-Z99,Z40-Z54,Z53,,,Procedimiento no realizado por razón no especificada,3"
"Z990","Z00-Z99,Z80-Z99,Z99,,,Dependencia de aspirador,3"
"Z991","Z00-Z99,Z80-Z99,Z99,,,Dependencia de respirador,3"
"Z992","Z00-Z99,Z80-Z99,Z99,,,Dependencia de diálisis renal,3"
"Z993","Z00-Z99,Z80-Z99,Z99,,,Dependencia de silla de ruedas,3"
"Z998","Z00-Z99,Z80-Z99,Z99,,,Dependencia de otras máquinas y dispositivos capacitantes,3"
"Z999","Z00-Z99,Z80-Z99,Z99,,,""Dependencia de máquina y dispositivo capacitante, no especificada"",3"
"Z980","Z00-Z99,Z80-Z99,Z98,,,Estado de derivación intestinal o anastomosis,3"
"Z981","Z00-Z99,Z80-Z99,Z98,,,Estado de artrodesis,3"
"Z982","Z00-Z99,Z80-Z99,Z98,,,Presencia de dispositivo para drenaje de líquido cefalorraquídeo,3"
"Z988","Z00-Z99,Z80-Z99,Z98,,,Otros estados postquirúrgicos especificados,3"
"Z970","Z00-Z99,Z80-Z99,Z97,,,Presencia de ojo artificial,3"
"Z971","Z00-Z99,Z80-Z99,Z97,,,Presencia de miembro artificial (completo) (parcial),3"
"Z972","Z00-Z99,Z80-Z99,Z97,,,Presencia de dispositivo protésico dental (completo) (parcial),3"
"Z973","Z00-Z99,Z80-Z99,Z97,,,Presencia de anteojos y lentes de contacto,3"
"Z974","Z00-Z99,Z80-Z99,Z97,,,Presencia de audífono externo,3"
"Z975","Z00-Z99,Z80-Z99,Z97,,,Presencia de dispositivo anticonceptivo (intrauterino),3"
"Z978","Z00-Z99,Z80-Z99,Z97,,,Presencia de otros dispositivos especificados,3"
"Z960","Z00-Z99,Z80-Z99,Z96,,,Presencia de implante urogenital,3"
"Z961","Z00-Z99,Z80-Z99,Z96,,,Presencia de lentes intraoculares,3"
"Z962","Z00-Z99,Z80-Z99,Z96,,,Presencia de implantes óticos y auditivos,3"
"Z963","Z00-Z99,Z80-Z99,Z96,,,Presencia de laringe artificial,3"
"Z964","Z00-Z99,Z80-Z99,Z96,,,Presencia de implantes endocrinos,3"
"Z965","Z00-Z99,Z80-Z99,Z96,,,Presencia de implantes de raíz de diente y de mandíbula,3"
"Z966","Z00-Z99,Z80-Z99,Z96,,,Presencia de implante ortopédico articular,3"
"Z967","Z00-Z99,Z80-Z99,Z96,,,Presencia de otros implantes de tendones y huesos,3"
"Z950","Z00-Z99,Z80-Z99,Z95,,,Presencia de marcapaso cardíaco,3"
"Z951","Z00-Z99,Z80-Z99,Z95,,,Presencia de derivación aortocoronaria,3"
"Z952","Z00-Z99,Z80-Z99,Z95,,,Presencia de válvula cardíaca protésica,3"
"Z953","Z00-Z99,Z80-Z99,Z95,,,Presencia de válvula cardíaca xenogénica,3"
"Z954","Z00-Z99,Z80-Z99,Z95,,,Presencia de otros reemplazos de válvula cardíaca,3"
"Z955","Z00-Z99,Z80-Z99,Z95,,,""Presencia de angioplastia, injertos y prótesis coronarias"",3"
"Z958","Z00-Z99,Z80-Z99,Z95,,,Presencia de otros injertos y prótesis cardiovasculares,3"
"Z959","Z00-Z99,Z80-Z99,Z95,,,Presencia de injertos e implantes cardiovasculares no especificados,3"
"Z940","Z00-Z99,Z80-Z99,Z94,,,Trasplante de riñón,3"
"Z941","Z00-Z99,Z80-Z99,Z94,,,Trasplante de corazón,3"
"Z942","Z00-Z99,Z80-Z99,Z94,,,Trasplante de pulmón,3"
"Z943","Z00-Z99,Z80-Z99,Z94,,,Trasplante de corazón y pulmones,3"
"Z944","Z00-Z99,Z80-Z99,Z94,,,Trasplante de hígado,3"
"Z945","Z00-Z99,Z80-Z99,Z94,,,Trasplante de piel,3"
"Z946","Z00-Z99,Z80-Z99,Z94,,,Trasplante de hueso,3"
"Z947","Z00-Z99,Z80-Z99,Z94,,,Trasplante de córnea,3"
"Z948","Z00-Z99,Z80-Z99,Z94,,,Otros órganos y tejidos trasplantados,3"
"Z949","Z00-Z99,Z80-Z99,Z94,,,Órgano o tejido trasplantado no especificado,3"
"Z930","Z00-Z99,Z80-Z99,Z93,,,Traqueostomía,3"
"Z931","Z00-Z99,Z80-Z99,Z93,,,Gastrostomía,3"
"Z932","Z00-Z99,Z80-Z99,Z93,,,Ileostomía,3"
"Z933","Z00-Z99,Z80-Z99,Z93,,,Colostomía,3"
"Z934","Z00-Z99,Z80-Z99,Z93,,,Otros orificios artificiales del tubo gastrointestinal,3"
"Z935","Z00-Z99,Z80-Z99,Z93,,,Cistostomía,3"
"Z936","Z00-Z99,Z80-Z99,Z93,,,Otros orificios artificiales de las vías urinarias,3"
"Z938","Z00-Z99,Z80-Z99,Z93,,,Otras aberturas artificiales,3"
"Z939","Z00-Z99,Z80-Z99,Z93,,,""Abertura artificial, no especificada"",3"
"T880","S00-T88,T80-T88,T88,,,Infección consecutiva a inmunización,3"
"T881","S00-T88,T80-T88,T88,,,""Otras complicaciones consecutivas a inmunización, no clasificadas en otra parte"",3"
"T882","S00-T88,T80-T88,T88,,,Choque debido a la anestesia,3"
"T883","S00-T88,T80-T88,T88,,,Hipertermia maligna debida a la anestesia,3"
"T870","S00-T88,T80-T88,T87,,,Complicaciones de la reinserción (de parte) de extremidad superior,3"
"T871","S00-T88,T80-T88,T87,,,Complicaciones de la reinserción (de parte) de extremidad inferior,3"
"T872","S00-T88,T80-T88,T87,,,Complicaciones de otras partes del cuerpo reinsertadas,3"
"T873","S00-T88,T80-T88,T87,,,Neuroma de muñón de amputación,3"
"T874","S00-T88,T80-T88,T87,,,Infección de muñón de amputación,3"
"T875","S00-T88,T80-T88,T87,,,Necrosis de muñón de amputación,3"
"T876","S00-T88,T80-T88,T87,,,Otras complicaciones y las no especificadas de muñón de amputación,3"
"T860","S00-T88,T80-T88,T86,,,Rechazo de trasplante de médula ósea,3"
"T861","S00-T88,T80-T88,T86,,,Falla y rechazo de trasplante de riñón,3"
"T862","S00-T88,T80-T88,T86,,,Falla y rechazo de trasplante de corazón,3"
"T863","S00-T88,T80-T88,T86,,,Falla y rechazo de trasplante de pulmón-corazón,3"
"T864","S00-T88,T80-T88,T86,,,Falla y rechazo de trasplante de hígado,3"
"T868","S00-T88,T80-T88,T86,,,Falla y rechazo de otros órganos y tejidos trasplantados,3"
"T869","S00-T88,T80-T88,T86,,,Falla y rechazo de trasplante de órgano y tejido no especificado,3"
"T850","S00-T88,T80-T88,T85,,,Complicación mecánica de derivación (anastomótica) ventricular intracraneal,3"
"T851","S00-T88,T80-T88,T85,,,Complicación mecánica de implante de estimulador electrónico del sistema nervioso,3"
"T852","S00-T88,T80-T88,T85,,,Complicación mecánica de lentes intraoculares,3"
"T853","S00-T88,T80-T88,T85,,,""Complicación mecánica de otros dispositivos protésicos, implantes e injertos oculares"",3"
"T854","S00-T88,T80-T88,T85,,,Complicación mecánica de prótesis e implante de mama,3"
"T855","S00-T88,T80-T88,T85,,,""Complicación mecánica de dispositivo protésico, implante e injerto gastrointestinal"",3"
"T856","S00-T88,T80-T88,T85,,,""Complicación mecánica de otros dispositivos protésicos, implantes e injertos internos especificados"",3"
"T857","S00-T88,T80-T88,T85,,,""Infección y reacción inflamatoria debidas a otros dispositivos protésicos, implantes e injertos internos"",3"
"T858","S00-T88,T80-T88,T85,,,""Otras complicaciones de dispositivos protésicos, implantes e injertos internos, no clasificadas en otra parte"",3"
"T859","S00-T88,T80-T88,T85,,,""Complicación no especificada de dispositivo protésico, implante e injerto interno"",3"
"T980","S00-T88,T90-T98,T98,,,Secuelas de efectos de cuerpos extraños que penetran en orificios naturales,3"
"T981","S00-T88,T90-T98,T98,,,Secuelas de otros efectos y los no especificados de causas externas,3"
"T982","S00-T88,T90-T98,T98,,,Secuelas de ciertas complicaciones precoces de los traumatismos,3"
"T983","S00-T88,T90-T98,T98,,,""Secuelas de complicaciones de la atención médica y quirúrgica, no clasificadas en otra parte"",3"
"N988","N00-N99,N80-N98,N98,,,Otras complicaciones asociadas con la fecundación artificial,3"
"N989","N00-N99,N80-N98,N98,,,Complicación no especificada asociada con la fecundación artificial,3"
"N959","N00-N99,N80-N98,N95,,,""Trastorno menopáusico y perimenopáusico, no especificado"",3"
"T950","S00-T88,T90-T98,T95,,,""Secuelas de quemadura, corrosión y congelamiento de la cabeza y del cuello"",3"
"T951","S00-T88,T90-T98,T95,,,""Secuelas de quemadura, corrosión y congelamiento del tronco"",3"
"T952","S00-T88,T90-T98,T95,,,""Secuelas de quemadura, corrosión y congelamiento de miembro superior"",3"
"T953","S00-T88,T90-T98,T95,,,""Secuelas de quemadura, corrosión y congelamiento de miembro inferior"",3"
"T954","S00-T88,T90-T98,T95,,,Secuelas de quemadura y corrosión clasificables sólo de acuerdo con la extensión de la superficie del cuerpo afectada,3"
"T958","S00-T88,T90-T98,T95,,,""Secuelas de otras quemaduras, corrosiones y congelamientos especificados"",3"
"T959","S00-T88,T90-T98,T95,,,""Secuelas de quemadura, corrosión y congelamiento no especificados"",3"
"T940","S00-T88,T90-T98,T94,,,Secuelas de traumatismos que afectan múltiples regiones del cuerpo,3"
"T941","S00-T88,T90-T98,T94,,,Secuelas de traumatismos de regiones no especificadas del cuerpo,3"
"B465","A00-B99,B35-B49,B46,,,""Mucormicosis, sin otra especificación"",3"
"B468","A00-B99,B35-B49,B46,,,Otras cigomicosis,3"
"B469","A00-B99,B35-B49,B46,,,""Cigomicosis, no especificada"",3"
"L680","L00-L99,L60-L75,L68,,,Hirsutismo,3"
"L681","L00-L99,L60-L75,L68,,,Hipertricosis lanuginosa adquirida,3"
"L682","L00-L99,L60-L75,L68,,,Hipertricosis localizada,3"
"L683","L00-L99,L60-L75,L68,,,Politriquia,3"
"L688","L00-L99,L60-L75,L68,,,Otras hipertricosis,3"
"L689","L00-L99,L60-L75,L68,,,""Hipertricosis, no especificada"",3"
"B839","A00-B99,B65-B83,B83,,,""Helmintiasis, no especificada"",3"
"L670","L00-L99,L60-L75,L67,,,Tricorrexis nudosa,3"
"L671","L00-L99,L60-L75,L67,,,Variación del color del pelo,3"
"L678","L00-L99,L60-L75,L67,,,Otras anormalidades del tallo y del color del pelo,3"
"L679","L00-L99,L60-L75,L67,,,Anormalidad no especificada del tallo y del color del pelo,3"
"L660","L00-L99,L60-L75,L66,,,Seudopelada,3"
"L661","L00-L99,L60-L75,L66,,,Liquen plano pilaris,3"
"L662","L00-L99,L60-L75,L66,,,Foliculitis decalvante,3"
"L663","L00-L99,L60-L75,L66,,,Perifoliculitis capitis abscedens,3"
"L650","L00-L99,L60-L75,L65,,,Pérdida capilar telógena,3"
"L651","L00-L99,L60-L75,L65,,,Pérdida capilar anágena,3"
"L652","L00-L99,L60-L75,L65,,,Alopecia mucinosa,3"
"L658","L00-L99,L60-L75,L65,,,Otras pérdidas especificadas no cicatriciales del pelo,3"
"L659","L00-L99,L60-L75,L65,,,""Pérdida no cicatricial del pelo, sin otra especificación"",3"
"L640","L00-L99,L60-L75,L64,,,""Alopecia andrógena, inducida por drogas"",3"
"L648","L00-L99,L60-L75,L64,,,Otras alopecias andrógenas,3"
"L649","L00-L99,L60-L75,L64,,,""Alopecia andrógena, no especificada"",3"
"L910","L00-L99,L80-L99,L91,,,Cicatriz queloide,3"
"L918","L00-L99,L80-L99,L91,,,Otros trastornos hipertróficos de la piel,3"
"L919","L00-L99,L80-L99,L91,,,""Trastorno hipertrófico de la piel, no especificado"",3"
"L900","L00-L99,L80-L99,L90,,,Liquen escleroso y atrófico,3"
"L901","L00-L99,L80-L99,L90,,,Anetodermia de Schweninger–Buzzi,3"
"L902","L00-L99,L80-L99,L90,,,Anetodermia de Jadassohn–Pellizzari,3"
"L903","L00-L99,L80-L99,L90,,,Atrofoderma de Pasini y Pierini,3"
"L904","L00-L99,L80-L99,L90,,,Acrodermatitis crónica atrófica,3"
"L905","L00-L99,L80-L99,L90,,,Fibrosis y afecciones cicatriciales de la piel,3"
"L906","L00-L99,L80-L99,L90,,,Estrías atróficas,3"
"L908","L00-L99,L80-L99,L90,,,Otros trastornos atróficos de la piel,3"
"L909","L00-L99,L80-L99,L90,,,""Trastorno atrófico de la piel, no especificado"",3"
"L870","L00-L99,L80-L99,L87,,,Queratosis folicular y parafolicular penetrante del cutis [Kyrle],3"
"L871","L00-L99,L80-L99,L87,,,Colagenosis perforante reactiva,3"
"L872","L00-L99,L80-L99,L87,,,Elastosis serpiginosa perforante,3"
"L878","L00-L99,L80-L99,L87,,,Otros trastornos de la eliminación transepidérmica,3"
"L879","L00-L99,L80-L99,L87,,,""Trastorno de la eliminación transepidérmica, no especificado"",3"
"L850","L00-L99,L80-L99,L85,,,Ictiosis adquirida,3"
"L851","L00-L99,L80-L99,L85,,,Queratosis [queratodermia] palmar y plantar adquirida,3"
"L852","L00-L99,L80-L99,L85,,,Queratosis punctata (palmar y plantar),3"
"L853","L00-L99,L80-L99,L85,,,Xerosis del cutis,3"
"L858","L00-L99,L80-L99,L85,,,Otros engrosamientos epidérmicos especificados,3"
"L859","L00-L99,L80-L99,L85,,,""Engrosamiento epidérmico, no especificado"",3"
"K770","K00-K95,K70-K77,K77,,,Trastornos del hígado en enfermedades infecciosas y parasitarias clasificadas en otra parte,3"
"K778","K00-K95,K70-K77,K77,,,Trastornos del hígado en otras enfermedades clasificadas en otra parte,3"
"K870","K00-K95,K80-K87,K87,,,Trastornos de la vesícula biliar y de las vías biliares en enfermedades clasificadas en otra parte,3"
"K871","K00-K95,K80-K87,K87,,,Trastornos del páncreas en enfermedades clasificadas en otra parte,3"
"K860","K00-K95,K80-K87,K86,,,Pancreatitis crónica inducida por el alcohol,3"
"K861","K00-K95,K80-K87,K86,,,Otras pancreatitis crónicas,3"
"K862","K00-K95,K80-K87,K86,,,Quiste del páncreas,3"
"K863","K00-K95,K80-K87,K86,,,Seudoquiste del páncreas,3"
"K868","K00-K95,K80-K87,K86,,,Otras enfermedades especificadas del páncreas,3"
"K850","K00-K95,K80-K87,K85,,,Pancreatitis idiopática aguda,3"
"K851","K00-K95,K80-K87,K85,,,Pancreatitis biliar aguda,3"
"K852","K00-K95,K80-K87,K85,,,Pancreatitis aguda inducida por alcohol,3"
"K853","K00-K95,K80-K87,K85,,,Pancreatitis aguda inducida por drogas,3"
"K858","K00-K95,K80-K87,K85,,,Otras pancreatitis agudas,3"
"K859","K00-K95,K80-K87,K85,,,""Pancreatitis aguda, no especificada"",3"
"K830","K00-K95,K80-K87,K83,,,Colangitis,3"
"K831","K00-K95,K80-K87,K83,,,Obstrucción del conducto biliar,3"
"K832","K00-K95,K80-K87,K83,,,Perforación del conducto biliar,3"
"K833","K00-K95,K80-K87,K83,,,Fístula del conducto biliar,3"
